full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,price_per_km,log_resale_price
2015 Hyundai i20 Active 1.4 SX,4,2015,1396,Third Party insurance,Manual,80000,Third Owner,Diesel,88.73,5,21.19,Hatchback,Agra,5.00E-05,1.609437912
2013 Hyundai Grand i10 CRDi Asta,2.5,2013,1120,Third Party insurance,Manual,150000,First Owner,Diesel,70,5,24,Hatchback,Agra,1.67E-05,1.252762968
2022 MG Astor Sharp BSVI,14.5,2022,1498,Third Party insurance,Manual,40000,First Owner,Petrol,108.49,5,15.43,SUV,Agra,0.0003625,2.740840024
2020 Hyundai i20 Sportz 1.2,6.9,2020,1197,Third Party insurance,Manual,40000,First Owner,Petrol,81.83,5,18.6,Hatchback,Agra,0.0001725,2.066862759
2015 Hyundai i20 Asta 1.2,3.5,2015,1197,Third Party insurance,Manual,120000,Fourth Owner,Petrol,81.83,5,18.6,Hatchback,Agra,2.92E-05,1.504077397
2020 Maruti Celerio Tour 2018-2021 H2 CNG,3.42,2020,998,Third Party insurance,Manual,150000,First Owner,CNG,,5,,Hatchback,Agra,2.28E-05,1.486139696
2015 Hyundai i20 Asta 1.2,3.5,2015,1197,Third Party insurance,Manual,120000,Fourth Owner,Petrol,81.83,5,18.6,Hatchback,Agra,2.92E-05,1.504077397
2015 Hyundai i20 Active 1.4 SX,4,2015,1396,Third Party insurance,Manual,80000,Third Owner,Diesel,88.73,5,21.19,Hatchback,Agra,5.00E-05,1.609437912
2013 Maruti Ertiga ZDI,4.25,2013,1248,Third Party insurance,Manual,80000,Third Owner,Diesel,88.8,7,20.77,MUV,Agra,5.31E-05,1.658228077
2014 Audi Q3 2.0 TDI Quattro Premium Plus,11,2014,1968,Third Party insurance,Automatic,80000,Second Owner,Diesel,174.33,5,15.73,SUV,Agra,0.0001375,2.48490665
2022 Tata Punch Pure Rhythm BSVI,6,2022,1199,Third Party insurance,Manual,10000,First Owner,Petrol,86.63,5,20.09,SUV,Agra,0.0006,1.945910149
2009 Hyundai i20 Magna,1.5,2009,1197,Third Party insurance,Manual,150000,Third Owner,Petrol,805200,5,18.5,Hatchback,Agra,1.00E-05,0.916290732
2004 Honda CR-V 2.4 4WD AT,1.7,2004,2354,Third Party insurance,Automatic,150000,Second Owner,Petrol,152,5,10.1,SUV,Agra,1.13E-05,0.993251773
2011 Maruti Wagon R LXI CNG,1.6,2011,998,Third Party insurance,Manual,70000,Fourth Owner,CNG,58.2,5,26.2,Hatchback,Agra,2.29E-05,0.955511445
2009 Hyundai i20 Magna,1.4,2009,1197,Third Party insurance,Manual,150000,Second Owner,Petrol,805200,5,18.5,Hatchback,Agra,9.33E-06,0.875468737
2011 Skoda Fabia 1.2 TDI Active Plus,1.4,2011,1199,Third Party insurance,Manual,90000,Third Owner,Diesel,75,5,20.86,Hatchback,Agra,1.56E-05,0.875468737
2021 Mahindra Thar LX 4-Str Hard Top Diesel BSVI,15,2021,2184,Third Party insurance,Manual,50000,Second Owner,Diesel,130,4,15.2,SUV,Agra,0.0003,2.772588722
2011 Maruti Wagon R VXI BS IV,2.25,2011,998,Third Party insurance,Manual,60000,First Owner,Petrol,67.1,5,18.9,Hatchback,Agra,3.75E-05,1.178654996
2019 Hyundai i20 Petrol Magna,5.5,2019,1197,Third Party insurance,Manual,40000,Second Owner,Petrol,81.86,5,18.6,Hatchback,Agra,0.0001375,1.871802177
2009 Maruti A-Star Vxi,1.4,2009,998,Third Party insurance,Manual,60000,First Owner,Petrol,66.1,5,19,Hatchback,Agra,2.33E-05,0.875468737
2017 Maruti Wagon R LXI CNG,4,2017,998,Third Party insurance,Manual,20000,First Owner,CNG,58.16,5,26.6,Hatchback,Agra,0.0002,1.609437912
2018 Hyundai Verna CRDi 1.6 SX Option,9,2018,1582,Third Party insurance,Manual,90000,First Owner,Diesel,126.2,5,22,Sedan,Agra,0.0001,2.302585093
2010 Honda City 1.5 E MT,3.15,2010,1497,Third Party insurance,Manual,80000,First Owner,Petrol,1186600,5,17,Sedan,Agra,3.94E-05,1.423108334
2013 Ford Ecosport 1.5 DV5 MT Trend,3.5,2013,1498,Third Party insurance,Manual,120000,First Owner,Diesel,89.84,5,22.7,SUV,Agra,2.92E-05,1.504077397
2013 Hyundai EON D Lite Plus,1.4,2013,814,Third Party insurance,Manual,100000,Second Owner,Petrol,55.2,5,21.1,Hatchback,Agra,1.40E-05,0.875468737
2021 Maruti Baleno Delta,7,2021,1197,Third Party insurance,Manual,30000,First Owner,Petrol,81.8,5,21.01,Hatchback,Agra,0.000233333,2.079441542
2020 Toyota Urban cruiser Premium AT,8.8,2020,1462,Third Party insurance,Automatic,50000,First Owner,Petrol,103.26,5,18.76,SUV,Agra,0.000176,2.282382386
2010 BMW 3 Series 320d,10,2010,1995,Third Party insurance,Automatic,100000,Second Owner,Diesel,170,5,13.2,Sedan,Agra,0.0001,2.397895273
2010 Maruti Swift VXI with ABS,2.15,2010,1197,Third Party insurance,Manual,120000,First Owner,Petrol,85,5,16.6,Hatchback,Agra,1.79E-05,1.147402453
2013 Renault Duster 110PS Diesel RxZ,5,2013,1461,Third Party insurance,Manual,150000,First Owner,Diesel,108.45,5,19.01,SUV,Agra,3.33E-05,1.791759469
2012 Chevrolet Tavera 2 LS B4 7 Str BSIII,2.4,2012,2499,Third Party insurance,Manual,150000,Second Owner,Diesel,80,7,14.8,MUV,Agra,1.60E-05,1.223775432
2016 Tata Zest Quadrajet 1.3 XM,3.2,2016,1248,Third Party insurance,Manual,90000,Third Owner,Diesel,88.7,5,23,Sedan,Agra,3.56E-05,1.435084525
2012 Maruti Wagon R LXI BS IV,2,2012,998,Third Party insurance,Manual,150000,Third Owner,Petrol,67.1,5,18.9,Hatchback,Agra,1.33E-05,1.098612289
2017 Maruti Wagon R LXI Optional,4,2017,998,Third Party insurance,Manual,30000,First Owner,Petrol,67.04,5,20.51,Hatchback,Agra,0.000133333,1.609437912
2010 Maruti Ritz VDi,1.25,2010,1248,Third Party insurance,Manual,100000,Second Owner,Diesel,73.9,5,21.1,Hatchback,Agra,1.25E-05,0.810930216
2018 Hyundai i20 1.2 Asta,5,2018,1197,Third Party insurance,Manual,50000,First Owner,Petrol,81.83,5,18.6,Hatchback,Agra,0.0001,1.791759469
2017 Tata Tiago 1.05 Revotorq XT,3.8,2017,1047,Third Party insurance,Manual,70000,First Owner,Diesel,69,5,27.28,Hatchback,Agra,5.43E-05,1.568615918
2011 Chevrolet Beat Diesel,1.5,2011,936,Third Party insurance,Manual,80000,First Owner,Diesel,57.6,5,25.44,Hatchback,Agra,1.88E-05,0.916290732
2017 Hyundai Grand i10 1.2 CRDi Magna,5.1,2017,1186,Third Party insurance,Manual,60000,First Owner,Diesel,73.97,5,24,Hatchback,Agra,8.50E-05,1.808288771
2011 Mahindra Scorpio VLX SE BSIV,3,2011,2179,Third Party insurance,Manual,150000,Second Owner,Diesel,12086.7,8,15.4,SUV,Agra,2.00E-05,1.386294361
2011 Mahindra Scorpio VLX SE BSIV,3,2011,2179,Third Party insurance,Manual,150000,Second Owner,Diesel,12086.7,8,15.4,SUV,Agra,2.00E-05,1.386294361
2015 Maruti Wagon R VXI BS IV,2.5,2015,998,Third Party insurance,Manual,50000,Third Owner,Petrol,67.04,5,20.51,Hatchback,Agra,5.00E-05,1.252762968
2015 Maruti Swift Dzire VDI,4,2015,1248,Third Party insurance,Manual,120000,Third Owner,Diesel,74,5,26.59,Sedan,Agra,3.33E-05,1.609437912
2012 Hyundai Verna 1.6 SX,3.7,2012,1582,Third Party insurance,Manual,90000,Second Owner,Diesel,126.32,5,22.32,Sedan,Agra,4.11E-05,1.547562509
2021 Audi e-tron 55 Sportback,96.8,Jul-21,0,Third Party insurance,Automatic,10500,First Owner,Electric,300,5,,SUV,Gurgaon,0.009219048,4.582924577
2018 Audi Q3 30 TFSI Premium FWD,24.8,Dec-18,1395,Comprehensive,Automatic,45000,Second Owner,Petrol,147.51,5,16.9,SUV,Gurgaon,0.000551111,3.250374492
2018 BMW 6 Series GT 630i Luxury Line 2018-2021,46.9,Jun-18,1998,Third Party insurance,Automatic,38000,First Owner,Petrol,254.7,4,14.28,Sedan,Gurgaon,0.001234211,3.869115504
2015 Audi A6 35 TFSI Matrix,21.9,Mar-16,1798,Comprehensive,Automatic,49000,Second Owner,Petrol,187.74,5,15.26,Sedan,Gurgaon,0.000446939,3.131136911
2017 Audi A4 35 TDI Premium Plus,22.9,Feb-18,1968,Zero Dep,Automatic,46000,Second Owner,Diesel,187.74,5,18.25,Sedan,Gurgaon,0.000497826,3.173878459
2014 Audi Q3 35 TDI Quattro Premium Plus,13.9,Oct-14,1968,Comprehensive,Automatic,29000,First Owner,Diesel,174.33,5,15.73,SUV,Gurgaon,0.00047931,2.701361213
2016 Audi A4 30 TFSI Technology,27.9,Jun-18,1395,Comprehensive,Automatic,27000,First Owner,Petrol,147.51,5,17.84,Sedan,Gurgaon,0.001033333,3.363841595
2014 Mercedes-Benz E-Class E250 CDI,11.9,Mar-14,2143,Comprehensive,Automatic,120000,Second Owner,Diesel,204,5,13,Sedan,Gurgaon,9.92E-05,2.557227311
2015 Audi Q7 35 TDI Quattro Technology,36.9,Mar-16,2967,Comprehensive,Automatic,70000,First Owner,Diesel,241.4,7,12.07,SUV,Gurgaon,0.000527143,3.634951112
2012 Mercedes-Benz C-Class C 200 CGI Elegance,11.9,Feb-13,1796,Comprehensive,Automatic,72100,First Owner,Petrol,186,5,11.74,Sedan,Gurgaon,0.000165049,2.557227311
2022 Audi e-tron 55 Sportback,1.04,,0,Third Party insurance,Automatic,9900,,Electric,300,5,,SUV,Gurgaon,0.000105051,0.712949808
2018 Audi A3 35 TFSI Premium Plus,24.9,Jun-18,1395,Comprehensive,Automatic,46300,First Owner,Petrol,150,5,19.2,Sedan,Gurgaon,0.000537797,3.254242969
2020 Audi Q8 55 TFSI Quattro BSVI,89,,2995,Third Party insurance,Automatic,18000,,Petrol,340,5,9.8,SUV,Gurgaon,0.004944444,4.49980967
2018 Audi Q3 35 TDI Quattro Premium Plus,20.9,Aug-18,1968,Comprehensive,Automatic,38000,Second Owner,Diesel,181,5,15.17,SUV,Gurgaon,0.00055,3.086486637
2019 Audi A3 35 TFSI Premium Plus,26.8,Jun-19,1395,Comprehensive,Automatic,26300,First Owner,Petrol,150,5,19.2,Sedan,Gurgaon,0.001019011,3.325036021
2021 Audi RS5 Sportback BSVI,94.9,Dec-21,2894,Third Party insurance,Automatic,5600,First Owner,Petrol,443.87,4,8.8,Coupe,Gurgaon,0.016946429,4.563305982
2021 Audi RS5 Sportback BSVI,94.9,Dec-21,2894,Comprehensive,Automatic,7000,First Owner,Petrol,443.87,4,8.8,Coupe,Gurgaon,0.013557143,4.563305982
2019 Audi Q5 40 TDI Premium Plus,37.8,Apr-19,1968,Third Party insurance,Automatic,48500,First Owner,Diesel,188,5,17.01,SUV,Gurgaon,0.000779381,3.658420247
2018 Audi A6 35 TDI,29.8,May-18,1968,Zero Dep,Automatic,38000,First Owner,Diesel,187.74,5,18.53,Sedan,Gurgaon,0.000784211,3.42751469
2013 Audi A4 1.8 TFSI Premium Plus,14.9,Nov-13,1798,Comprehensive,Automatic,43800,First Owner,Petrol,167.62,5,15.64,Sedan,Gurgaon,0.000340183,2.766319109
2022 Audi A6 45 TFSI Technology WO Matrix BSVI,64.9,Sep-22,1984,Zero Dep,Automatic,2300,First Owner,Petrol,241.3,5,14.11,Sedan,Gurgaon,0.028217391,4.188138442
2021 Audi A6 45 TFSI Technology WO Matrix BSVI,51.9,Jan-21,1984,Zero Dep,Automatic,24800,First Owner,Petrol,241.3,5,14.11,Sedan,Gurgaon,0.002092742,3.968403339
2020 Audi A6 45 TFSI Technology WO Matrix BSVI,47.9,Sep-20,1984,Zero Dep,Automatic,36700,First Owner,Petrol,241.3,5,14.11,Sedan,Gurgaon,0.001305177,3.889777396
2015 Audi A6 35 TFSI,20.9,Jan-15,1798,Comprehensive,Automatic,79000,Second Owner,Petrol,187.74,5,15.26,Sedan,Gurgaon,0.000264557,3.086486637
2017 Audi A3 35 TDI Premium Plus,19.9,Oct-17,1968,Zero Dep,Automatic,55400,First Owner,Diesel,143,5,20.38,Sedan,Gurgaon,0.000359206,3.039749159
2019 Audi A3 35 TFSI Premium Plus,27.8,Sep-19,1395,Zero Dep,Automatic,23700,First Owner,Petrol,150,5,19.2,Sedan,Gurgaon,0.001172996,3.360375387
2019 Audi A3 35 TFSI Premium Plus,26.9,Jul-19,1395,Zero Dep,Automatic,15600,First Owner,Petrol,150,5,19.2,Sedan,Gurgaon,0.001724359,3.328626689
2020 Audi A4 35 QL TFSI Premium Plus,32.9,Mar-20,1395,Zero Dep,Automatic,29900,First Owner,Petrol,147.51,5,17.84,Sedan,Gurgaon,0.001100334,3.523415014
2018 Audi A3 35 TDI Technology,22.9,Jan-18,1968,Zero Dep,Automatic,43500,First Owner,Diesel,143,5,20.38,Sedan,Gurgaon,0.000526437,3.173878459
2019 Audi A3 35 TFSI Technology,26.9,Jul-19,1395,Zero Dep,Automatic,44000,First Owner,Petrol,150,5,19.2,Sedan,Gurgaon,0.000611364,3.328626689
2015 Audi A6 35 TDI,18.9,Nov-15,1968,Comprehensive,Automatic,85000,First Owner,Diesel,187.74,5,18.53,Sedan,Gurgaon,0.000222353,2.990719732
2017 Hyundai i20 1.4 Sportz,5.5,2017,1396,Third Party insurance,Manual,100000,First Owner,Diesel,88.73,5,22.54,Hatchback,Agra,5.50E-05,1.871802177
2020 Maruti Swift AMT ZXI Plus,7.85,2020,1197,Third Party insurance,Automatic,30000,First Owner,Petrol,81.8,5,21.21,Hatchback,Lucknow,0.000261667,2.180417459
2015 Maruti Swift Dzire VXI,4.08,May-15,1197,Comprehensive,Manual,76469,First Owner,Petrol,88.5,5,22.41,Sedan,Lucknow,5.34E-05,1.625311262
2014 Honda Amaze SX i-VTEC,3.3,Dec-14,1198,Third Party,Manual,118976,First Owner,Petrol,86.7,5,18,Sedan,Lucknow,2.77E-05,1.458615023
2018 Mahindra XUV500 W9,9.52,May-18,2179,Comprehensive,Manual,57689,Second Owner,Diesel,152.87,7,15.1,SUV,Lucknow,0.000165023,2.353278207
2019 Maruti Alto K10 VXI,3.57,Feb-19,998,Third Party,Manual,27817,Second Owner,Petrol,65.71,5,24.39,Hatchback,Lucknow,0.000128339,1.519513205
2016 Maruti Celerio ZXI AT,3.66,May-16,998,Third Party,Automatic,62001,Third Owner,Petrol,67.04,5,23.1,Hatchback,Lucknow,5.90E-05,1.539015448
2018 Maruti Vitara Brezza VDi Option,6.28,Apr-18,1248,Third Party,Manual,73081,First Owner,Diesel,88.5,5,24.3,SUV,Lucknow,8.59E-05,1.985130862
2021 Nissan Magnite Turbo XL BSVI,7.13,May-21,999,Zero Dep,Manual,26387,First Owner,Petrol,98.63,5,20,SUV,Lucknow,0.000270209,2.095560924
2013 Chevrolet Beat Diesel LT,1.55,2013,936,Third Party insurance,Manual,80000,Second Owner,Diesel,57.6,5,25.44,Hatchback,Lucknow,1.94E-05,0.936093359
2008 Maruti Swift Dzire VXi,1.9,2008,1298,Third Party insurance,Manual,70000,First Owner,Petrol,85.8,5,17.5,Sedan,Lucknow,2.71E-05,1.064710737
2011 Chevrolet Beat LT,60000,2011,1199,Third Party insurance,Manual,50000,Second Owner,Petrol,79.4,5,18.6,Hatchback,Lucknow,1.2,11.00211651
2016 Maruti Ertiga SHVS VDI,6.4,2016,1248,Third Party insurance,Manual,100000,Second Owner,Diesel,88.5,7,24.52,MUV,Lucknow,6.40E-05,2.00148
2012 Hyundai i10 Magna,2.5,2012,1197,Third Party insurance,Manual,70000,Second Owner,Petrol,78.9,5,20.36,Hatchback,Lucknow,3.57E-05,1.252762968
2015 Maruti Swift Dzire VXI,3.9,2015,1197,Third Party insurance,Manual,120000,Third Owner,Petrol,83.14,5,20.85,Sedan,Lucknow,3.25E-05,1.589235205
2015 Hyundai i20 Sportz 1.4 CRDi,5.5,2015,1396,Third Party insurance,Manual,90000,Second Owner,Diesel,88.73,5,22.54,Hatchback,Lucknow,6.11E-05,1.871802177
2022 Tata Tigor XZ Plus CNG BSVI,7.28,Mar-22,1199,Zero Dep,Manual,49551,First Owner,CNG,72.4,5,26.49,Sedan,Lucknow,0.000146919,2.113842968
2016 Maruti Baleno 1.2 Sigma,4.32,Jun-16,1197,Third Party,Manual,91117,First Owner,Petrol,83.1,5,21.4,Hatchback,Lucknow,4.74E-05,1.671473303
2020 Mercedes-Benz GLE 450 BSVI,91.75,Jul-20,2999,Third Party insurance,Automatic,50852,First Owner,Petrol,362.07,5,,SUV,Delhi,0.001804255,4.529907701
2017 Maruti Baleno 1.2 Delta,5.06,Jun-17,1197,Third Party,Manual,69056,First Owner,Petrol,83.1,5,21.4,Hatchback,Lucknow,7.33E-05,1.8017098
2019 Maruti Baleno Delta,6.34,Jun-19,1197,Third Party,Manual,37503,First Owner,Petrol,81.8,5,21.01,Hatchback,Lucknow,0.000169053,1.993338843
2016 Maruti Wagon R VXI BS IV,3.36,Jul-16,998,Comprehensive,Manual,47202,First Owner,Petrol,67.04,5,20.51,Hatchback,Lucknow,7.12E-05,1.472472057
2017 Honda WR-V i-VTEC S,5.42,Jun-17,1199,Third Party,Manual,37746,First Owner,Petrol,88.7,5,17.5,SUV,Lucknow,0.000143591,1.859418118
2018 Ford Ecosport 1.5 Diesel Trend Plus BSIV,6.54,Jun-18,1498,Third Party,Manual,57535,Second Owner,Diesel,98.96,5,23,SUV,Lucknow,0.00011367,2.020222182
2018 Hyundai i20 1.2 Spotz,5.56,Jun-18,1197,Third Party,Manual,47909,First Owner,Petrol,81.83,5,18.6,Hatchback,Lucknow,0.000116053,1.880990603
2014 Maruti Alto 800 CNG LXI,2,2014,796,Third Party insurance,Manual,50000,First Owner,CNG,47.3,5,30.46,Hatchback,Lucknow,4.00E-05,1.098612289
2022 Renault Kiger RXT AMT,5.85,2022,999,Third Party insurance,Automatic,10000,First Owner,Petrol,71.01,5,19.03,SUV,Lucknow,0.000585,1.924248652
2014 Maruti Swift Dzire VDI,3.8,2014,1248,Third Party insurance,Manual,90000,Second Owner,Diesel,74,5,23.4,Sedan,Lucknow,4.22E-05,1.568615918
2016 Ford Ecosport 1.5 TDCi Trend BSIV,6,2016,1498,Third Party insurance,Manual,70000,First Owner,Diesel,98.59,5,22.77,SUV,Lucknow,8.57E-05,1.945910149
2015 Mercedes-Benz CLA 200 CDI Sport,16,2015,2143,Third Party insurance,Automatic,120000,First Owner,Diesel,136,5,17.9,Sedan,Lucknow,0.000133333,2.833213344
2020 Maruti Wagon R VXI,4.8,2020,998,Third Party insurance,Manual,50000,First Owner,Petrol,67.05,5,21.79,Hatchback,Lucknow,9.60E-05,1.757857918
2015 Maruti Swift VDI BSIV,3.5,Jun-15,1248,Zero Dep,Manual,69981,First Owner,Diesel,74,5,25.2,Hatchback,Lucknow,5.00E-05,1.504077397
2018 Maruti Baleno 1.2 Delta,5.41,Sep-18,1197,Zero Dep,Manual,18185,First Owner,Petrol,83.1,5,21.4,Hatchback,Lucknow,0.000297498,1.857859271
2018 Maruti Swift Dzire ZXI 1.2,6.41,Nov-18,1197,Comprehensive,Manual,97254,Second Owner,Petrol,81.8,5,21.21,Sedan,Lucknow,6.59E-05,2.002830439
2019 Maruti Wagon R VXI,5.08,Aug-19,998,Third Party insurance,Manual,19910,First Owner,Petrol,67.05,5,21.79,Hatchback,Lucknow,0.000255148,1.805004696
2021 Honda Amaze S Diesel,7.75,Jun-21,1498,Third Party,Manual,40680,First Owner,Diesel,97.89,5,24.7,Sedan,Lucknow,0.000190511,2.1690537
2020 Mercedes-Benz GLC 220d 4MATIC,55.75,Jul-20,1950,Third Party insurance,Automatic,21542,First Owner,Diesel,194,5,,SUV,Delhi,0.002587968,4.038655656
2018 Hyundai EON Era Plus,2.92,Jun-18,814,Third Party,Manual,66198,First Owner,Petrol,55.2,5,21.1,Hatchback,Lucknow,4.41E-05,1.366091654
2018 Maruti Celerio X AMT VXI Option BSIV,4.8,Jun-18,998,Third Party,Automatic,97829,First Owner,Petrol,67,5,21.63,Hatchback,Lucknow,4.91E-05,1.757857918
2015 Honda Amaze VX i-DTEC,4.85,2015,1498,Third Party insurance,Manual,80000,Second Owner,Diesel,98.6,5,25.8,Sedan,Lucknow,6.06E-05,1.766441661
2006 Honda City VTEC,1.1,2006,1497,Third Party insurance,Manual,100000,Second Owner,Petrol,100,5,16.9,Sedan,Lucknow,1.10E-05,0.741937345
2020 Hyundai i20 Sportz Plus,6.5,2020,1197,Third Party insurance,Manual,50000,First Owner,Petrol,81.86,5,18.6,Hatchback,Lucknow,0.00013,2.014903021
2017 Honda City i DTec V,6.75,2017,1498,Third Party insurance,Manual,90000,Second Owner,Diesel,98.6,5,26,Sedan,Lucknow,7.50E-05,2.047692843
2022 Mahindra XUV700 AX5 7 Str Diesel BSVI,18,2022,2198,Third Party insurance,Manual,10000,First Owner,Diesel,182.38,7,,SUV,Lucknow,0.0018,2.944438979
2010 Honda Civic 1.8 S MT,2.55,2010,1799,Third Party insurance,Manual,100000,Third Owner,Petrol,130.2,5,14.8,Sedan,Lucknow,2.55E-05,1.266947603
2018 Honda Amaze V Petrol BSIV,6.53,Jun-18,1199,Zero Dep,Manual,39240,First Owner,Petrol,88.76,5,19.5,Sedan,Lucknow,0.000166412,2.018895042
2021 Maruti Vitara Brezza LXI,7.85,May-21,1462,Zero Dep,Manual,4055,First Owner,Petrol,103.26,5,17.03,SUV,Lucknow,0.001935882,2.180417459
2018 Maruti Alto 800 LXI,2.91,Aug-18,796,Comprehensive,Manual,62433,First Owner,Petrol,47.3,5,24.7,Hatchback,Lucknow,4.66E-05,1.363537374
2016 Maruti Swift VDI BSIV,4.28,Jan-17,1248,Third Party,Manual,46929,First Owner,Diesel,74,5,25.2,Hatchback,Lucknow,9.12E-05,1.663926098
2017 Hyundai Creta 1.6 VTVT SX Plus,9.94,Oct-17,1591,Third Party insurance,Manual,47000,First Owner,Petrol,121.3,5,13,SUV,Lucknow,0.000211489,2.392425797
2014 Hyundai EON Era Plus,2.24,Aug-14,814,Third Party,Manual,52703,First Owner,Petrol,55.2,5,21.1,Hatchback,Lucknow,4.25E-05,1.17557333
2020 Mercedes-Benz GLS 450 4MATIC BSVI,1.2,Jul-20,2999,Third Party insurance,Automatic,55123,First Owner,Petrol,362.0755006,7,,SUV,Delhi,2.18E-05,0.78845736
2013 Maruti Swift VDI,3.12,Jul-13,1248,Third Party,Manual,117206,First Owner,Diesel,74,5,22.9,Hatchback,Lucknow,2.66E-05,1.415853163
2017 Skoda Rapid 1.5 TDI AT Style BSIV,8.14,Jul-17,1498,Third Party insurance,Automatic,30296,First Owner,Diesel,108.6,5,21.72,Sedan,Lucknow,0.000268682,2.212660385
2017 Hyundai EON Era Plus Option,2.97,Jan-18,814,Third Party insurance,Manual,15614,First Owner,Petrol,55.2,5,21.1,Hatchback,Lucknow,0.000190214,1.378766095
2017 Maruti Alto 800 CNG LXI,2.7,2017,796,Third Party insurance,Manual,100000,First Owner,CNG,40.3,5,33.44,Hatchback,Lucknow,2.70E-05,1.30833282
2020 Hyundai Creta 1.6 EX Diesel,11.3,2020,1582,Third Party insurance,Manual,40000,First Owner,Diesel,126.2,5,20.5,SUV,Lucknow,0.0002825,2.509599262
2013 Tata Nano LX,70000,2013,624,Third Party insurance,Manual,60000,Second Owner,Petrol,37.48,4,25.4,Hatchback,Lucknow,1.166666667,11.15626481
2012 Skoda Rapid 1.6 TDI Active,2.5,2012,1598,Third Party insurance,Manual,110000,Second Owner,Diesel,103.5,5,20.5,Sedan,Lucknow,2.27E-05,1.252762968
2006 Chevrolet Tavera B2-7 seats BSII,1.25,2006,2499,Third Party insurance,Manual,120000,Second Owner,Diesel,80,7,14.8,Chevrolet,Lucknow,1.04E-05,0.810930216
2018 Maruti Alto K10 LXI,2.8,2018,998,Third Party insurance,Manual,50000,Second Owner,Petrol,67.05,5,23.95,Hatchback,Lucknow,5.60E-05,1.335001067
2013 Maruti Swift VDI,3.15,Dec-13,1248,Third Party,Manual,74208,First Owner,Diesel,74,5,22.9,Hatchback,Lucknow,4.24E-05,1.423108334
2018 Mahindra XUV500 W11 Option AT AWD,12.73,Jun-18,2179,Third Party,Automatic,85663,First Owner,Diesel,155,7,15.1,SUV,Lucknow,0.000148606,2.61958322
2017 Maruti Ignis 1.2 AMT Zeta BSIV,5.08,Jul-17,1197,Comprehensive,Automatic,29406,First Owner,Petrol,81.8,5,20.89,Hatchback,Lucknow,0.000172754,1.805004696
2016 Maruti Celerio ZXI AMT,3.82,Sep-16,998,Third Party,Automatic,72029,Second Owner,Petrol,65.71,5,26,Hatchback,Lucknow,5.30E-05,1.572773928
2017 Maruti Vitara Brezza ZDi,7.08,Mar-17,1248,Zero Dep,Manual,89341,First Owner,Diesel,88.5,5,24.3,SUV,Lucknow,7.92E-05,2.089391873
2020 Hyundai Aura SX Plus AMT,7.82,Feb-20,1197,Zero Dep,Automatic,25799,First Owner,Petrol,81.86,5,20.1,Sedan,Lucknow,0.000303113,2.17702187
2018 Hyundai i20 Active 1.2 SX,5.95,Oct-18,1197,Third Party,Manual,47641,Third Owner,Petrol,81.86,5,17.19,Hatchback,Lucknow,0.000124892,1.93874166
2019 Maruti Swift VXI,5.2,Feb-20,1197,Third Party insurance,Manual,40584,First Owner,Petrol,88.5,5,22.38,Hatchback,Lucknow,0.000128129,1.824549292
2017 Maruti Alto K10 VXI,3.07,Feb-18,998,Third Party insurance,Manual,39259,First Owner,Petrol,65.71,5,24.39,Hatchback,Lucknow,7.82E-05,1.403642999
2012 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,4.23,2012,2494,Third Party insurance,Manual,120000,Fourth Owner,Diesel,100,8,12.99,MUV,Lucknow,3.53E-05,1.654411278
2012 Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,4.55,2012,2494,Third Party insurance,Manual,120000,Fourth Owner,Diesel,100,8,12.99,MUV,Lucknow,3.79E-05,1.713797928
